"fecha_pago","nombre_dia","total","n","monto_promedio","antiguedad_promedio","prop_web","prop_automovil","prop_station_wagon","prop_camioneta","tipos_distintos","marcas_distintas","tipo_anomalia","anomaly_score"
2025-01-01,"miércoles",600406,22,27291.1818181818,16.3636363636364,1,0.0909090909090909,0.590909090909091,0.318181818181818,3,9,"Extrema",1
2025-01-05,"domingo",654373,19,34440.6842105263,12.6842105263158,1,0.368421052631579,0.578947368421053,0,3,11,"Extrema",0.877519379844961
2025-01-09,"jueves",8358706,207,40380.2222222222,14.9903381642512,0.666666666666667,0.260869565217391,0.449275362318841,0.111111111111111,14,30,"Moderada",0.768992248062015
2025-01-10,"viernes",5705087,126,45278.4682539683,13.8650793650794,0.722222222222222,0.253968253968254,0.5,0.0952380952380952,11,25,"Moderada",0.694573643410853
2025-01-03,"viernes",3301034,73,45219.6438356164,14.3013698630137,0.835616438356164,0.36986301369863,0.36986301369863,0.0136986301369863,9,21,"Moderada",0.638759689922481
